ID,age,gender,age_range,state,region,employment_status,ethnicity,children,children_0-4,children_5-9,children_10-13,children_14-18,children_19-25,children_26-over,children_unknown,income,home_entertainment_equipment_flat_panel_tv,home_entertainment_equipment_dvr,home_entertainment_equipment_streaming_box,home_entertainment_equipment_streaming_fob,home_entertainment_equipment_tv_antenna,home_entertainment_equipment_bluray_dvd_player,home_entertainment_equipment_gaming_console,home_entertainment_equipment_portable_game_console,home_entertainment_equipment_router,home_entertainment_equipment_desktop,home_entertainment_equipment_laptop,home_entertainment_equipment_tablet,home_entertainment_equipment_e-reader,home_entertainment_equipment_smartphone,home_entertainment_equipment_mobile_phone,home_entertainment_equipment_smartwatch,home_entertainment_equipment_fitness_band,home_entertainment_equipment_vr_headset,home_entertainment_equipment_drone,home_entertainment_equipment_none,home_entertainment_equipment_unknown,plan_to_purchase_flat_panel_tv,plan_to_purchase_dvr,plan_to_purchase_streaming_box,plan_to_purchase_streaming_fob,plan_to_purchase_tv_antenna,plan_to_purchase_bluray_dvd_player,plan_to_purchase_gaming_console,plan_to_purchase_portable_game_console,plan_to_purchase_router,plan_to_purchase_desktop,plan_to_purchase_laptop,plan_to_purchase_tablet,plan_to_purchase_e-reader,plan_to_purchase_smartphone,plan_to_purchase_mobile_phone,plan_to_purchase_smartwatch,plan_to_purchase_fitness_band,plan_to_purchase_vr_headset,plan_to_purchase_drone,plan_to_purchase_none,plan_to_purchase_unknown,rank_product_flat_panel_tv,rank_product_dvr,rank_product_streaming_box,rank_product_streaming_fob,rank_product_tv_antenna,rank_product_bluray_dvd_player,rank_product_gaming_console,rank_product_portable_game_console,rank_product_router,rank_product_desktop,rank_product_laptop,rank_product_tablet,rank_product_e-reader,rank_product_smartphone,rank_product_mobile_phone,rank_product_smartwatch,rank_product_fitness_band,rank_product_vr_headset,rank_product_drone,rank_product_placeholder,pct_watch_movies_smartphone,pct_watch_movies_tablet,pct_watch_movies_computer,pct_watch_movies_television,pct_watch_sports_smartphone,pct_watch_sports_tablet,pct_watch_sports_computer,pct_watch_sports_television,pct_watch_tv_smartphone,pct_watch_tv_tablet,pct_watch_tv_computer,pct_watch_tv_television,app_type_photo,app_type_banking,app_type_fitness_band,app_type_food,app_type_retail,app_type_navigation,app_type_social,app_type_reading,app_type_music,app_type_video,app_type_review,app_type_news_consolidator,app_type_newspaper,app_type_magezine,app_type_utilities,app_type_qr_scanner,app_type_travel,app_type_transportation,app_type_location,app_type_language,app_type_movie,app_type_business,app_type_games,app_type_productivity,app_type_sports,app_type_weather,app_type_browser,app_type_voip,app_type_dating,app_type_messaging,app_type_payment,app_type_education,app_type_tickets,app_type_reservations,app_type_special_interest,app_type_none,app_type_unknown,subscriber_cable,subscriber_internet,subscriber_landline,subscriber_voice,subscriber_data,subscriber_streaming_video,subscriber_streaming_music,subscriber_gaming,subscriber_newspaper,subscriber_magezine,subscriber_none,subscriber_unknown,rank_services_cable,rank_services_internet,rank_services_landline,rank_services_voice,rank_services_data,rank_services_streaming_video,rank_services_streaming_music,rank_services_gaming,rank_services_newspaper,rank_services_magezine,amt_willing_to_double_internet_speed,rank_entertainment_live_performance,rank_entertainment_movies,rank_entertainment_tv,rank_entertainment_music,rank_entertainment_books,rank_entertainment_magezines,rank_entertainment_news,rank_entertainment_radio,rank_entertainment_video_games,rank_entertainment_internet,watch_movies_rent_physical,watch_movies_purchase_physical,watch_movies_purchase_digital,watch_movies_rent_digitial,watch_movies_stream_digitial,watch_movies_pay_per_view,watch_tv_rent_physical,watch_tv_purchase_physical,watch_tv_purchase_digital,watch_tv_stream_digitial,watch_tv_pay_per_view,binge_watch,password_sharing_freq,password_sharing_content,activity_while_watching_tv_work,activity_while_watching_tv_reading,activity_while_watching_tv_web,activity_while_watching_tv_twitter,activity_while_watching_tv_read_email,activity_while_watching_tv_write_email,activity_while_watching_tv_text,activity_while_watching_tv_social_network,activity_while_watching_tv_phone,activity_while_watching_tv_browse_products,activity_while_watching_tv_purchase_products,activity_while_watching_tv_video_games,willing_to_pay_no_ads_news,willing_to_pay_no_ads_sports,willing_to_pay_no_ads_games,willing_to_pay_no_ads_music,willing_to_pay_no_ads_tv,willing_to_pay_no_ads_movies,target_ads,worried_identity_theft,ads_cheaper_subscription,news_source,final_weights
3050,19,Female,14-19,Oklahoma,South,Student,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$30,000 to $49,999",0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,40,0,60,0,0,0,0,0,50,0,50,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,I am willing to pay $5 per month on top of what I already pay,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,Frequently (every day/weekly),Occasionally (monthly),Rarely (one to three times a year),Never,Frequently (every day/weekly),Never,Occasionally (monthly),Rarely (one to three times a year),Never,Frequently (every day/weekly),Never,1,Frequently (every day/weekly),Movies,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Almost never,Always (close to 100% of the time),Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Variety/talk shows,0.3609357755267247
3052,78,Male,70 or older,California,West,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,Never,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Disagree strongly,Disagree somewhat,Disagree somewhat,N/A; I do not have a basis to answer,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,N/A; I do not have a basis to answer,Radio,0.1328136943674972
3045,74,Female,70 or older,Missouri,Midwest,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3045,3045,3045,3045,3045,3045,3045,3045,3045,3045,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1,Never,N/A,Almost never,Almost never,Almost always (greater than 75% of the time),Almost never,Always (close to 100% of the time),Rarely (10%-50% of the time),Almost never,Almost never,Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost never,Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,Disagree strongly,Disagree strongly,Agree somewhat,N/A; I do not have a basis to answer,Television news stations,0.5994530348252134
3066,74,Male,70 or older,Michigan,Midwest,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,Do not know,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,0,0,5,95,0,0,0,0,0,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,I prefer faster speed but I am unwilling to pay more than I already do,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Occasionally (monthly),Never,Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Never,0,Never,N/A,Rarely (10%-50% of the time),Almost never,Frequently (between 50% and 75% of the time),Almost never,Frequently (between 50% and 75% of the time),Almost never,Almost never,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Almost never,Almost never,Disagree somewhat,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Television news stations,0.466972543707905
3063,74,Male,70 or older,Missouri,Midwest,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,I prefer faster speed but I am unwilling to pay more than I already do,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Almost never,Disagree somewhat,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Online version of newspapers,0.2457503794571136
3064,69,Male,51-69,Oklahoma,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,Do not know,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,5,10,65,20,0,0,0,0,0,0,0,100,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,Never,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,1,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Almost never,Agree somewhat,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Agree strongly,Disagree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Disagree strongly,Television news stations,0.6607844830186046
3083,72,Male,70 or older,Georgia,South,Employed full-time or part-time,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,I am willing to pay $20 per month on top of what I already pay,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,Occasionally (monthly),Rarely (one to three times a year),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Rarely (one to three times a year),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),1,Occasionally (monthly),Sporting events,Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,News aggregators,0.4792715205730256
3096,76,Male,70 or older,Kentucky,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$30,000 to $49,999",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,N/A,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Almost always (greater than 75% of the time),Almost never,Almost never,Almost always (greater than 75% of the time),Almost never,Almost always (greater than 75% of the time),Almost never,Almost always (greater than 75% of the time),Almost never,Almost never,Almost never,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Television news stations,0.07120083591960927
3074,72,Male,70 or older,Virginia,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$100,000 to $299,999",1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,Never,Rarely (one to three times a year),Never,Never,Never,Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Frequently (between 50% and 75% of the time),Almost never,Almost never,Almost never,Almost always (greater than 75% of the time),Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,N/A; I do not have a basis to answer,Print newspapers,0.5036693508745113
3090,76,Female,70 or older,Florida,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,I prefer faster speed but I am unwilling to pay more than I already do,3090,3090,3090,3090,3090,3090,3090,3090,3090,3090,Never,Rarely (one to three times a year),Never,Never,Never,Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Television news stations,0.3037111731016554
3071,75,Male,70 or older,Florida,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,0,10,0,90,0,0,0,0,0,5,5,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,I prefer faster speed but I am unwilling to pay more than I already do,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,Never,Never,Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Never,Never,Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Disagree strongly,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Television news stations,0.7057417305007494
3087,72,Male,70 or older,Missouri,Midwest,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Frequently (between 50% and 75% of the time),Almost never,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Television news stations,0.8655821094073415
3088,87,Male,70 or older,Florida,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,I am not willing to pay more for faster download speeds as my current speed is sufficient for my needs,3088,3088,3088,3088,3088,3088,3088,3088,3088,3088,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Occasionally (monthly),Never,Rarely (one to three times a year),Rarely (one to three times a year),Never,Rarely (one to three times a year),Never,0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Disagree strongly,Disagree strongly,N/A; I do not have a basis to answer,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree somewhat,Online news sites not associated with a traditional news organization,0.5056104426593802
3029,77,Female,70 or older,Kentucky,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,I am willing to pay $30 or more per month on top of what I already pay,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,Never,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,1,Never,N/A,Almost never,Frequently (between 50% and 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Disagree strongly,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Disagree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,Agree strongly,Disagree strongly,Television news stations,0.684348654134611
3086,68,Male,51-69,Florida,South,Retired,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$100,000 to $299,999",1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,0,5,5,90,0,0,5,95,5,5,5,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,I am willing to pay $5 per month on top of what I already pay,3086,3086,3086,3086,3086,3086,3086,3086,3086,3086,Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),0,Occasionally (monthly),Television programming,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Disagree somewhat,Agree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Disagree strongly,Television news stations,0.259247732436612
3061,75,Male,70 or older,Michigan,Midwest,Retired,Something else not listed here,0,0,0,0,0,0,0,0,"$30,000 to $49,999",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,N/A,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Almost always (greater than 75% of the time),Almost never,Almost never,Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Almost never,Disagree strongly,Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,Disagree strongly,Agree strongly,N/A; I do not have a basis to answer,Television news stations,0.113157764575232
